"Census Profile, 2021 Census of Population",,,
Knowledge of languages,      Iroquoian languages,100,
Knowledge of languages,        Cayuga,0,
Knowledge of languages,        Mohawk,90,
Knowledge of languages,        Oneida,0,
Knowledge of languages,"        Iroquoian languages, n.i.e.",0,
Knowledge of languages,      Ktunaxa (Kutenai),190,
Knowledge of languages,      Michif,240,
Knowledge of languages,      Salish languages,5145,
Knowledge of languages,        Halkomelem,1400,
Knowledge of languages,        Lillooet,590,
Knowledge of languages,        Ntlakapamux (Thompson),465,
Knowledge of languages,        Secwepemctsin (Shuswap),1060,
Knowledge of languages,        Squamish,345,
Knowledge of languages,        Straits,315,
Knowledge of languages,        Syilx (Okanagan),690,
Knowledge of languages,"        Salish languages, n.i.e.",325,
Knowledge of languages,      Siouan languages,100,
Knowledge of languages,        Assiniboine,15,
Knowledge of languages,        Dakota,30,
Knowledge of languages,        Stoney,0,
Knowledge of languages,"        Siouan languages, n.i.e.",50,
Knowledge of languages,      Tsimshian languages,2610,
Knowledge of languages,        Gitxsan (Gitksan),1120,
Knowledge of languages,        Nisga'a,1080,
Knowledge of languages,        Tsimshian,455,
Knowledge of languages,      Wakashan languages,2145,
Knowledge of languages,        Haisla,285,
Knowledge of languages,        Heiltsuk,330,
Knowledge of languages,        Kwak'wala (Kwakiutl),790,
Knowledge of languages,        Nuu-chah-nulth (Nootka),685,
Knowledge of languages,"        Wakashan languages, n.i.e.",45,
Knowledge of languages,"      Indigenous languages, n.i.e.",355,
Knowledge of languages,"      Indigenous languages, n.o.s.",285,
Knowledge of languages,    Non-Indigenous languages,1764475,
Knowledge of languages,      Afro-Asiatic languages,50895,
Knowledge of languages,        Berber languages,235,
Knowledge of languages,          Kabyle,140,
Knowledge of languages,          Tamazight,65,
Knowledge of languages,"          Berber languages, n.i.e.",35,
Knowledge of languages,        Chadic languages,315,
Knowledge of languages,          Hausa,285,
Knowledge of languages,          Mina,25,
Knowledge of languages,        Coptic,60,
Knowledge of languages,        Cushitic languages,2745,
Knowledge of languages,          Bilen,30,
Knowledge of languages,          Oromo,500,
Knowledge of languages,          Somali,2215,
Knowledge of languages,"          Cushitic languages, n.i.e.",50,
Knowledge of languages,        Semitic languages,48405,
Knowledge of languages,          Amharic,3100,
Knowledge of languages,          Arabic,35595,
Knowledge of languages,          Aramaic languages,2270,
Knowledge of languages,            Assyrian Neo-Aramaic,895,
Knowledge of languages,            Chaldean Neo-Aramaic,1050,
Knowledge of languages,"            Aramaic, n.o.s.",380,
Knowledge of languages,          Harari,20,
Knowledge of languages,          Hebrew,6995,
Knowledge of languages,          Maltese,270,
Knowledge of languages,          Tigrigna,3435,
Knowledge of languages,"          Semitic languages, n.i.e.",60,
Knowledge of languages,      Austro-Asiatic languages,44030,
Knowledge of languages,        Khmer (Cambodian),2210,
Knowledge of languages,        Vietnamese,41975,
Knowledge of languages,"        Austro-Asiatic languages, n.i.e",65,
Knowledge of languages,      Austronesian languages,148455,
Knowledge of languages,        Bikol,810,
Knowledge of languages,"        Bisaya, n.o.s.",1655,
Knowledge of languages,        Cebuano,5995,
Knowledge of languages,        Fijian,1020,
Knowledge of languages,        Hiligaynon,3135,
Knowledge of languages,        Ilocano,11285,
Knowledge of languages,        Indonesian,6810,
Knowledge of languages,        Kankanaey,330,
Knowledge of languages,        Kinaray-a,200,
Knowledge of languages,        Malagasy languages,100,
Knowledge of languages,          Merina,20,
Knowledge of languages,"          Malagasy, n.o.s.",85,
Knowledge of languages,        Malay,3485,
Knowledge of languages,"        Pampangan (Kapampangan, Pampango)",1550,
Knowledge of languages,        Pangasinan,925,
Knowledge of languages,"        Tagalog (Pilipino, Filipino)",133780,
Knowledge of languages,        Waray-Waray,865,
Knowledge of languages,"        Austronesian languages, n.i.e.",3590,
Knowledge of languages,      Creole languages,3230,
Knowledge of languages,        Haitian Creole,470,
Knowledge of languages,        Jamaican English Creole,265,
Knowledge of languages,        Krio,160,
Knowledge of languages,        Morisyen,1070,
Knowledge of languages,        Sango,15,
Knowledge of languages,"        Creole, n.o.s.",835,
Knowledge of languages,"        Creole languages, n.i.e.",555,
Knowledge of languages,      Dravidian languages,20585,
Knowledge of languages,        Kannada,1615,
Knowledge of languages,        Malayalam,6765,
Knowledge of languages,        Tamil,9740,
Knowledge of languages,        Telugu,4860,
Knowledge of languages,        Tulu,205,
Knowledge of languages,"        Dravidian languages, n.i.e.",45,
Knowledge of languages,      Georgian,240,
Knowledge of languages,      Hmong-Mien languages,160,
Knowledge of languages,      Indo-European languages,906560,
Knowledge of languages,        Albanian,2195,
Knowledge of languages,        Armenian,1600,
Knowledge of languages,        Balto-Slavic languages,101395,
Knowledge of languages,        Baltic languages,1480,
Knowledge of languages,            Latvian,730,
Knowledge of languages,            Lithuanian,750,
Knowledge of languages,          Slavic languages,100340,
Knowledge of languages,            Belarusian,330,
Knowledge of languages,            Bulgarian,2475,
Knowledge of languages,            Czech,7935,
Knowledge of languages,            Macedonian,505,
Knowledge of languages,            Polish,19640,
Knowledge of languages,            Russian,42390,
Knowledge of languages,            Rusyn,45,
Knowledge of languages,            Serbo-Croatian,21625,
Knowledge of languages,              Bosnian,3150,
Knowledge of languages,              Croatian,11060,
Knowledge of languages,              Serbian,11070,
Knowledge of languages,"              Serbo-Croatian, n.i.e.",480,
Knowledge of languages,            Slovak,4315,
Knowledge of languages,            Slovene (Slovenian),1280,
Knowledge of languages,            Ukrainian,12205,
Knowledge of languages,"            Slavic languages, n.i.e.",70,
Knowledge of languages,        Celtic languages,2675,
Knowledge of languages,          Irish,1665,
Knowledge of languages,          Scottish Gaelic,260,
Knowledge of languages,          Welsh,610,
Knowledge of languages,"          Celtic languages, n.i.e.",160,
Knowledge of languages,        Germanic languages,128605,
Knowledge of languages,          Frisian,375,
Knowledge of languages,          High German languages,86275,
Knowledge of languages,            German,84325,
Knowledge of languages,            Pennsylvania German,25,
Knowledge of languages,            Swiss German,3030,
Knowledge of languages,            Yiddish,480,
Knowledge of languages,          Low Saxon-Low Franconian languages,34480,
Knowledge of languages,            Afrikaans,9755,
Knowledge of languages,            Dutch,22380,
Knowledge of languages,"            Low German, n.o.s.",345,
Knowledge of languages,            Low Saxon,55,
Knowledge of languages,            Plautdietsch,2180,
Knowledge of languages,            Vlaams (Flemish),405,
Knowledge of languages,          Scandinavian languages,12425,
Knowledge of languages,            Danish,4950,
Knowledge of languages,            Icelandic,330,
Knowledge of languages,            Norwegian,3125,
Knowledge of languages,            Swedish,4730,
Knowledge of languages,"          Germanic languages, n.i.e.",210,
Knowledge of languages,        Greek,9005,
Knowledge of languages,        Indo-Iranian languages,477485,
Knowledge of languages,          Indo-Aryan languages,406375,
Knowledge of languages,            Assamese,100,
Knowledge of languages,            Bengali,6565,
Knowledge of languages,            Gujarati,14340,
Knowledge of languages,            Hindi,134950,
Knowledge of languages,            Kacchi,2925,
Knowledge of languages,            Kashmiri,185,
Knowledge of languages,            Konkani,775,
Knowledge of languages,            Marathi,3555,
Knowledge of languages,            Nepali,2445,
Knowledge of languages,            Oriya languages,180,
Knowledge of languages,              Odia,95,
Knowledge of languages,"              Oriya, n.o.s.",85,
Knowledge of languages,            Punjabi (Panjabi),315000,
Knowledge of languages,            Rohingya,55,
Knowledge of languages,            Sindhi,645,
Knowledge of languages,            Sinhala (Sinhalese),3440,
Knowledge of languages,            Urdu,25780,
Knowledge of languages,"            Indo-Aryan languages, n.i.e.",1645,
Knowledge of languages,          Iranian languages,73745,
Knowledge of languages,            Baluchi,155,
Knowledge of languages,            Kurdish,3875,
Knowledge of languages,            Parsi,290,
Knowledge of languages,            Pashto,2645,
Knowledge of languages,            Persian languages,68960,
Knowledge of languages,              Dari,8235,
Knowledge of languages,              Iranian Persian,55745,
Knowledge of languages,"              Persian (Farsi), n.o.s.",5780,
Knowledge of languages,"            Iranian languages, n.i.e.",200,
Knowledge of languages,"          Indo-Iranian languages, n.i.e.",210,
Knowledge of languages,        Italic (Romance) languages,211725,
Knowledge of languages,          Catalan,565,
Knowledge of languages,          Italian,36370,
Knowledge of languages,          Portuguese,33005,
Knowledge of languages,          Romanian,11210,
Knowledge of languages,          Spanish,143900,
Knowledge of languages,"          Italic (Romance) languages, n.i.e.",655,
Knowledge of languages,"        Indo-European languages, n.i.e.",320,
Knowledge of languages,      Japanese,41835,
Knowledge of languages,      Korean,69935,
Knowledge of languages,      Mongolian,565,
Knowledge of languages,      Niger-Congo languages,13290,
Knowledge of languages,        Akan (Twi),1365,
Knowledge of languages,        Bamanankan,65,
Knowledge of languages,        Edo,175,
Knowledge of languages,        Éwé,290,
Knowledge of languages,"        Fulah (Pular, Pulaar, Fulfulde)",85,
Knowledge of languages,        Ga,215,
Knowledge of languages,        Ganda,415,
Knowledge of languages,        Gikuyu,130,
Knowledge of languages,        Igbo,980,
Knowledge of languages,        Kinyarwanda (Rwanda),605,
Knowledge of languages,        Lingala,475,
Knowledge of languages,        Luba-Kasai,60,
Knowledge of languages,        Mòoré,15,
Knowledge of languages,        Mwani,10,
Knowledge of languages,        Ndebele,190,
Knowledge of languages,        Rundi (Kirundi),335,
Knowledge of languages,        Shona,725,
Knowledge of languages,        Soninke,0,
Knowledge of languages,        Sotho-Tswana languages,105,
Knowledge of languages,        Swahili,5205,
Knowledge of languages,        Wojenaka,25,
Knowledge of languages,        Wolof,165,
Knowledge of languages,        Yoruba,1815,
Knowledge of languages,"        Niger-Congo languages, n.i.e.",2275,
Knowledge of languages,      Nilo-Saharan languages,670,
Knowledge of languages,        Dinka,115,
Knowledge of languages,        Nuer,60,
Knowledge of languages,"        Nilo-Saharan languages, n.i.e.",490,
Knowledge of languages,"        African, n.o.s.",130,
Knowledge of languages,      Sign languages,7965,
Knowledge of languages,        American Sign Language,7020,
Knowledge of languages,        Quebec Sign Language,15,
Knowledge of languages,"        Sign languages, n.i.e.",1105,
Knowledge of languages,      Sino-Tibetan languages,491660,
Knowledge of languages,        Chinese languages,488465,
Knowledge of languages,          Hakka,3615,
Knowledge of languages,          Mandarin,312625,
Knowledge of languages,          Min Dong,215,
Knowledge of languages,"          Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",24065,
Knowledge of languages,          Wu (Shanghainese),4760,
Knowledge of languages,          Yue (Cantonese),246045,
Knowledge of languages,"          Chinese, n.o.s.",2215,
Knowledge of languages,"          Chinese languages, n.i.e.",255,
Knowledge of languages,        Tibeto-Burman languages,3375,
Knowledge of languages,          Burmese,1730,
Knowledge of languages,          Kuki-Chin languages,295,
Knowledge of languages,          Karenic languages,770,
Knowledge of languages,            S'gaw Karen,705,
Knowledge of languages,"            Karenic languages, n.i.e.",85,
Knowledge of languages,          Tibetan,590,
Knowledge of languages,"          Tibeto-Burman languages, n.i.e.",275,
Knowledge of languages,"        Sino-Tibetan languages, n.i.e.",215,
Knowledge of languages,      Tai-Kadai languages,6725,
Knowledge of languages,        Lao,1635,
Knowledge of languages,        Thai,5310,
Knowledge of languages,"        Tai-Kadai languages, n.i.e.",170,
Knowledge of languages,      Turkic languages,10910,
Knowledge of languages,        Azerbaijani,1665,
Knowledge of languages,        Kazakh,230,
Knowledge of languages,        Turkish,9230,
Knowledge of languages,        Uyghur,235,
Knowledge of languages,        Uzbek,275,
Knowledge of languages,"        Turkic languages, n.i.e.",295,
Knowledge of languages,      Uralic languages,13510,
Knowledge of languages,        Estonian,695,
Knowledge of languages,        Finnish,3635,
Knowledge of languages,        Hungarian,9230,
Knowledge of languages,"      Other languages, n.i.e.",585,
Indigenous population,Total - Indigenous identity for the population in private households - 25% sample data,4915945,
Indigenous population,  Indigenous identity,290210,
Indigenous population,    Single Indigenous responses,279670,
Indigenous population,      First Nations (North American Indian),180085,
Indigenous population,      Métis,97860,
Indigenous population,      Inuk (Inuit),1720,
Indigenous population,    Multiple Indigenous responses,5980,
Indigenous population,    Indigenous responses not included elsewhere,4560,
Indigenous population,  Non-Indigenous identity,4625735,
Indigenous population,Total - Registered or Treaty Indian status for the population in private households - 25% sample data,4915945,
Indigenous population,  Registered or Treaty Indian,136875,
Indigenous population,  Not a Registered or Treaty Indian,4779065,
Household characteristics,Total - Private households by tenure - 25% sample data,2041835,
Household characteristics,  Owner,1363190,
Household characteristics,  Renter,669450,
Household characteristics,"  Dwelling provided by the local government, First Nation or Indian band",9190,
Household characteristics,Total - Occupied private dwellings by condominium status - 25% sample data,2041835,
Household characteristics,  Condominium,482755,
Household characteristics,  Not condominium,1559075,
Household characteristics,Total - Occupied private dwellings by number of bedrooms - 25% sample data,2041835,
Household characteristics,  No bedrooms,30855,
Household characteristics,  1 bedroom,354020,
Household characteristics,  2 bedrooms,569180,
Household characteristics,  3 bedrooms,539910,
Household characteristics,  4 or more bedrooms,547870,
Household characteristics,Total - Occupied private dwellings by number of rooms - 25% sample data,2041835,
Household characteristics,  1 to 4 rooms,766380,
Household characteristics,  5 rooms,300895,
Household characteristics,  6 rooms,248045,
Household characteristics,  7 rooms,205105,
Household characteristics,  8 or more rooms,521410,
Household characteristics,Average number of rooms per dwelling,5.8,
Household characteristics,Total - Private households by number of persons per room - 25% sample data,2041835,
Household characteristics,  One person or fewer per room,1984655,
Household characteristics,  More than one person per room,57180,
Household characteristics,Total - Private households by housing suitability - 25% sample data,2041835,
Household characteristics,  Suitable,1919140,
Household characteristics,  Not suitable,122700,
Household characteristics,Total - Occupied private dwellings by period of construction - 25% sample data,2041835,
Household characteristics,  1960 or before,256175,
Household characteristics,  1961 to 1980,550690,
Household characteristics,  1981 to 1990,289940,
Household characteristics,  1991 to 2000,336315,
Household characteristics,  2001 to 2005,122855,
Household characteristics,  2006 to 2010,164165,
Household characteristics,  2011 to 2015,135725,
Household characteristics,  2016 to 2021,185965,
Household characteristics,Total - Occupied private dwellings by dwelling condition - 25% sample data,2041835,
Household characteristics,  Only regular maintenance and minor repairs needed,1922640,
Household characteristics,  Major repairs needed,119195,
Household characteristics,Total - Private households by number of household maintainers - 25% sample data,2041835,
Household characteristics,  One-maintainer household,1003245,
Household characteristics,  Two-maintainer household,904960,
Household characteristics,  Three-or-more-maintainer household,133630,
Household characteristics,Total - Private households by age of primary household maintainers - 25% sample data,2041835,
Household characteristics,  15 to 24 years,57980,
Household characteristics,  25 to 34 years,282195,
Household characteristics,  35 to 44 years,343380,
Household characteristics,  45 to 54 years,354340,
Household characteristics,  55 to 64 years,407735,
Household characteristics,  65 to 74 years,347335,
Household characteristics,  75 to 84 years,182155,
Household characteristics,  85 years and over,66710,
Household characteristics,"Total - Owner and tenant households with household total income greater than zero, in non-farm, non-reserve private dwellings by shelter-cost-to-income ratio - 25% sample data",1988210,
Household characteristics,  Spending less than 30% of income on shelter costs,1481365,
Household characteristics,  Spending 30% or more of income on shelter costs,506850,
Household characteristics,    30% to less than 100%,434390,
Household characteristics,Total - Occupied private dwellings by housing indicators - 25% sample data,2041830,
Household characteristics,  Total - Households 'spending 30% or more of income on shelter costs' or 'not suitable' or 'major repairs needed',683985,
Household characteristics,    Spending 30% or more of income on shelter costs only,451550,
Household characteristics,    Not suitable only,89300,
Household characteristics,    Major repairs needed only,80200,
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'not suitable',23945,
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'major repairs needed',29585,
Household characteristics,    'Not suitable' and 'major repairs needed',7640,
Household characteristics,    'Spending 30% or more of income on shelter costs' and 'not suitable' and 'major repairs needed',1770,
Household characteristics,  Acceptable housing,1357845,
Household characteristics,"Total - Owner and tenant households with household total income greater than zero and shelter-cost-to-income ratio less than 100%, in non-farm, non-reserve private dwellings - 25% sample data",1915755,
Household characteristics,  In core need,257090,
Household characteristics,  Not in core need,1658665,
Household characteristics,"Total - Owner households in non-farm, non-reserve private dwellings - 25% sample data",1330795,
Household characteristics,  % of owner households with a mortgage,57.5,
Household characteristics,  % of owner households spending 30% or more of its income on shelter costs,19.3,
Household characteristics,  % in core housing need,8,
Household characteristics,  Median monthly shelter costs for owned dwellings ($),1320,
Household characteristics,  Average monthly shelter costs for owned dwellings ($),1668,
Household characteristics,  Median value of dwellings ($),785000,
Household characteristics,  Average value of dwellings ($),983000,
Household characteristics,"Total - Tenant households in non-farm, non-reserve private dwellings - 25% sample data",663870,
Household characteristics,  % of tenant households in subsidized housing,11,
Household characteristics,  % of tenant households spending 30% or more of its income on shelter costs,37.8,
Household characteristics,  % in core housing need,24.7,
Household characteristics,  Median monthly shelter costs for rented dwellings ($),1370,
Household characteristics,  Average monthly shelter costs for rented dwellings ($),1494,
Household characteristics,"Total - Households living in a dwelling provided by the local government, First Nation or Indian band in non-farm private dwellings - 25% sample data",9190,
Household characteristics,"  % of households living in a dwelling provided by the local government, First Nation or Indian band spending more than 30% on shelter costs",11.4,
Household characteristics,"  Median monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",368,
Household characteristics,"  Average monthly shelter costs for dwellings provided by local government, First Nation or Indian band ($)",446,
Indigenous ancestry,Total - Indigenous ancestry for the population in private households - 25% sample data,4915940,
Indigenous ancestry,  Indigenous ancestry (only),120245,
Indigenous ancestry,    Single Indigenous ancestry (only),118210,
Indigenous ancestry,      First Nations (North American Indian) single ancestry,100805,
Indigenous ancestry,      Métis single ancestry,16830,
Indigenous ancestry,      Inuit single ancestry,570,
Indigenous ancestry,    Multiple Indigenous ancestries (only),2040,
Indigenous ancestry,      First Nations (North American Indian) and Métis ancestry only,1870,
Indigenous ancestry,      First Nations (North American Indian) and Inuit ancestry only,70,
Indigenous ancestry,      Métis and Inuit ancestry only,60,
Indigenous ancestry,      First Nations (North American Indian) and Métis and Inuit ancestry only,35,
Indigenous ancestry,  Indigenous and non-Indigenous ancestries,191640,
Indigenous ancestry,    Single Indigenous and non-Indigenous ancestries,184975,
Indigenous ancestry,      First Nations (North American Indian) and non-Indigenous ancestry only,123735,
Indigenous ancestry,      Métis and non-Indigenous ancestry only,59905,
Indigenous ancestry,      Inuit and non-Indigenous ancestry only,1330,
Indigenous ancestry,    Multiple Indigenous and non-Indigenous ancestries,6665,
Indigenous ancestry,      First Nations (North American Indian) and Métis and non-Indigenous ancestry only,6390,
Indigenous ancestry,      First Nations (North American Indian) and Inuit and non-Indigenous ancestry only,170,
Indigenous ancestry,      Métis and Inuit and non-Indigenous ancestry only,80,
Indigenous ancestry,      First Nations (North American Indian) and Métis and Inuit and non-Indigenous ancestry only,20,
Indigenous ancestry,  Non-Indigenous ancestry only,4604055,
Citizenship,Total - Citizenship for the population in private households - 25% sample data,4915940,
Citizenship,  Canadian citizens,4359045,
Citizenship,    Canadian citizens aged under 18,812305,
Citizenship,    Canadian citizens aged 18 and over,3546745,
Citizenship,  Not Canadian citizens,556895,
Immigrant status and period of immigration,Total - Immigrant status and period of immigration for the population in private households - 25% sample data,4915940,
Immigrant status and period of immigration,  Non-immigrants,3319230,
Immigrant status and period of immigration,  Immigrants,1425710,
Immigrant status and period of immigration,    Before 1980,280160,
Immigrant status and period of immigration,    1980 to 1990,164445,
Immigrant status and period of immigration,    1991 to 2000,299115,
Immigrant status and period of immigration,    2001 to 2010,316915,
Immigrant status and period of immigration,    2011 to 2021,365075,
Immigrant status and period of immigration,      2011 to 2015,167650,
Immigrant status and period of immigration,      2016 to 2021,197425,
Immigrant status and period of immigration,  Non-permanent residents,171000,
Age at immigration,Total - Age at immigration for the immigrant population in private households - 25% sample data,1425715,
Age at immigration,  Under 5 years,117555,
Age at immigration,  5 to 14 years,226910,
Age at immigration,  15 to 24 years,275435,
Age at immigration,  25 to 44 years,639200,
Age at immigration,  45 years and over,166605,
Selected places of birth for the immigrant population,Total - Place of birth for the immigrant population in private households - 25% sample data,1425715,
Selected places of birth for the immigrant population,  Americas,126075,
Selected places of birth for the immigrant population,    Brazil,8765,
Selected places of birth for the immigrant population,    Colombia,5450,
Selected places of birth for the immigrant population,    El Salvador,5770,
Selected places of birth for the immigrant population,    Guyana,1400,
Selected places of birth for the immigrant population,    Haiti,490,
Selected places of birth for the immigrant population,    Jamaica,4295,
Selected places of birth for the immigrant population,    Mexico,13385,
Selected places of birth for the immigrant population,    Peru,3510,
Selected places of birth for the immigrant population,    Trinidad and Tobago,2725,
Selected places of birth for the immigrant population,    United States of America,59920,
Selected places of birth for the immigrant population,    Other places of birth in Americas,20355,
Selected places of birth for the immigrant population,  Europe,307495,
Selected places of birth for the immigrant population,    Bosnia and Herzegovina,4510,
Selected places of birth for the immigrant population,    Croatia,5390,
Selected places of birth for the immigrant population,    France,7025,
Selected places of birth for the immigrant population,    Germany,30910,
Selected places of birth for the immigrant population,    Greece,3350,
Selected places of birth for the immigrant population,    Hungary,5115,
Selected places of birth for the immigrant population,    Italy,13410,
Selected places of birth for the immigrant population,    Netherlands,16070,
Selected places of birth for the immigrant population,    Poland,14305,
Selected places of birth for the immigrant population,    Portugal,7785,
Selected places of birth for the immigrant population,    Romania,9370,
Selected places of birth for the immigrant population,    Russian Federation,12170,
Selected places of birth for the immigrant population,    Serbia,4565,
Selected places of birth for the immigrant population,    Ukraine,9450,
Selected places of birth for the immigrant population,    United Kingdom,116525,
Selected places of birth for the immigrant population,    Other places of birth in Europe,47545,
Selected places of birth for the immigrant population,  Africa,53330,
Selected places of birth for the immigrant population,    Algeria,510,
Selected places of birth for the immigrant population,"    Congo, Democratic Republic of the",1005,
Selected places of birth for the immigrant population,    Egypt,3310,
Selected places of birth for the immigrant population,    Eritrea,2485,
Selected places of birth for the immigrant population,    Ethiopia,2590,
Selected places of birth for the immigrant population,    Morocco,1270,
Selected places of birth for the immigrant population,    Nigeria,3585,
Selected places of birth for the immigrant population,    Somalia,1240,
Selected places of birth for the immigrant population,"    South Africa, Republic of",15380,
Selected places of birth for the immigrant population,    Other places of birth in Africa,21955,
Selected places of birth for the immigrant population,  Asia,905585,
Selected places of birth for the immigrant population,    Afghanistan,6245,
Selected places of birth for the immigrant population,    Iran,45970,
Selected places of birth for the immigrant population,    Iraq,7000,
Selected places of birth for the immigrant population,    Lebanon,2455,
Selected places of birth for the immigrant population,    Syria,6545,
Selected places of birth for the immigrant population,    Turkey,3095,
Selected places of birth for the immigrant population,    China,217970,
Selected places of birth for the immigrant population,    Hong Kong,78855,
Selected places of birth for the immigrant population,"    Korea, South",47520,
Selected places of birth for the immigrant population,    Taiwan,40445,
Selected places of birth for the immigrant population,    Philippines,131645,
Selected places of birth for the immigrant population,    Viet Nam,32390,
Selected places of birth for the immigrant population,    Bangladesh,3035,
Selected places of birth for the immigrant population,    India,197115,
Selected places of birth for the immigrant population,    Pakistan,13345,
Selected places of birth for the immigrant population,    Sri Lanka,5375,
Selected places of birth for the immigrant population,    Other places of birth in Asia,66580,
Selected places of birth for the immigrant population,  Oceania and other places of birth,33225,
Selected places of birth for the recent immigrant population ,Total - Place of birth for the recent immigrant population in private households - 25% sample data,197420,
Selected places of birth for the recent immigrant population ,  Americas,22835,
Selected places of birth for the recent immigrant population ,    Brazil,5130,
Selected places of birth for the recent immigrant population ,    Colombia,1075,
Selected places of birth for the recent immigrant population ,    Haiti,35,
Selected places of birth for the recent immigrant population ,    Jamaica,1005,
Selected places of birth for the recent immigrant population ,    Mexico,3045,
Selected places of birth for the recent immigrant population ,    United States of America,8760,
Selected places of birth for the recent immigrant population ,    Venezuela,530,
Selected places of birth for the recent immigrant population ,    Other places of birth in Americas,3265,
Selected places of birth for the recent immigrant population ,  Europe,25290,
Selected places of birth for the recent immigrant population ,    France,1730,
Selected places of birth for the recent immigrant population ,    Germany,1380,
Selected places of birth for the recent immigrant population ,    Ireland,2420,
Selected places of birth for the recent immigrant population ,    Italy,995,
Selected places of birth for the recent immigrant population ,    Russian Federation,2075,
Selected places of birth for the recent immigrant population ,    Ukraine,1935,
Selected places of birth for the recent immigrant population ,    United Kingdom,7675,
Selected places of birth for the recent immigrant population ,    Other places of birth in Europe,7090,
Selected places of birth for the recent immigrant population ,  Africa,10465,
Selected places of birth for the recent immigrant population ,    Algeria,65,
Selected places of birth for the recent immigrant population ,    Burundi,110,
Selected places of birth for the recent immigrant population ,    Cameroon,120,
Selected places of birth for the recent immigrant population ,"    Congo, Democratic Republic of the",340,
Selected places of birth for the recent immigrant population ,    Côte d'Ivoire,40,
Selected places of birth for the recent immigrant population ,    Egypt,610,
Selected places of birth for the recent immigrant population ,    Eritrea,1515,
Selected places of birth for the recent immigrant population ,    Ethiopia,620,
Selected places of birth for the recent immigrant population ,    Morocco,275,
Selected places of birth for the recent immigrant population ,    Nigeria,1770,
Selected places of birth for the recent immigrant population ,    Somalia,255,
Selected places of birth for the recent immigrant population ,"    South Africa, Republic of",1965,
Selected places of birth for the recent immigrant population ,    Sudan,235,
Selected places of birth for the recent immigrant population ,    Tunisia,115,
Selected places of birth for the recent immigrant population ,    Other places of birth in Africa,2420,
Selected places of birth for the recent immigrant population ,  Asia,134395,
Selected places of birth for the recent immigrant population ,    Afghanistan,1325,
Selected places of birth for the recent immigrant population ,    Bangladesh,655,
Selected places of birth for the recent immigrant population ,    China,31450,
Selected places of birth for the recent immigrant population ,    Hong Kong,2515,
Selected places of birth for the recent immigrant population ,    India,39390,
Selected places of birth for the recent immigrant population ,    Iran,5850,
Selected places of birth for the recent immigrant population ,    Iraq,1545,
Selected places of birth for the recent immigrant population ,    Israel,605,
Selected places of birth for the recent immigrant population ,    Japan,2090,
Selected places of birth for the recent immigrant population ,    Jordan,395,
Selected places of birth for the recent immigrant population ,"    Korea, South",7220,
Selected places of birth for the recent immigrant population ,    Lebanon,395,
Selected places of birth for the recent immigrant population ,    Nepal,405,
Selected places of birth for the recent immigrant population ,    Pakistan,2390,
Selected places of birth for the recent immigrant population ,    Philippines,21220,
Selected places of birth for the recent immigrant population ,    Saudi Arabia,565,
Selected places of birth for the recent immigrant population ,    Sri Lanka,710,
Selected places of birth for the recent immigrant population ,    Syria,4955,
Selected places of birth for the recent immigrant population ,    Turkey,1025,
Selected places of birth for the recent immigrant population ,    United Arab Emirates,620,
Selected places of birth for the recent immigrant population ,    Viet Nam,2845,
Selected places of birth for the recent immigrant population ,    Other places of birth in Asia,6215,
Selected places of birth for the recent immigrant population ,  Oceania and other,4440,
Selected places of birth for the recent immigrant population ,    Australia,3280,
Selected places of birth for the recent immigrant population ,    Other places of birth,1160,
Generation status,Total - Generation status for the population in private households - 25% sample data,4915940,
Generation status,  First generation,1657625,
Generation status,  Second generation,1068600,
Generation status,  Third generation or more,2189720,
Admission category and applicant type,Total - Admission category and applicant type for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,1145550,
Admission category and applicant type,  Economic immigrants,661395,
Admission category and applicant type,    Principal applicants,273695,
Admission category and applicant type,    Secondary applicants,387700,
Admission category and applicant type,  Immigrants sponsored by family,372185,
Admission category and applicant type,  Refugees,97720,
Admission category and applicant type,  Other immigrants,14250,
Pre-admission experience,Total - Pre-admission experience for the immigrant population in private households who were admitted between 1980 and 2021 - 25% sample data,1145550,
Pre-admission experience,  Asylum claim before admission,27320,
Pre-admission experience,  Work permits only before admission,138760,
Pre-admission experience,  Study permits only before admission,40690,
Pre-admission experience,  Work and study permits before admission,71860,
Pre-admission experience,  Other permits before admission,5145,
Pre-admission experience,  No pre-admission experience,861775,
Visible minority,Total - Visible minority for the population in private households - 25% sample data,4915945,
Visible minority,  Total visible minority population,1689490,
Visible minority,    South Asian,473965,
Visible minority,    Chinese,550590,
Visible minority,    Black,61760,
Visible minority,    Filipino,174280,
Visible minority,    Arab,28010,
Visible minority,    Latin American,65970,
Visible minority,    Southeast Asian,71785,
Visible minority,    West Asian,69270,
Visible minority,    Korean,72815,
Visible minority,    Japanese,44120,
Visible minority,"    Visible minority, n.i.e.",18080,
Visible minority,    Multiple visible minorities,58840,
Visible minority,  Not a visible minority,3226450,
Ethnic or cultural origin,Total - Ethnic or cultural origin for the population in private households - 25% sample data,4915940,
